StockCode,Observations,AveragePrice_INR,AverageDemand,MedianDemand,MinPrice_INR,MaxPrice_INR,PriceVariationPct,Elasticity,Elasticity_R2,Intercept,ElasticityType,Confidence
21499,737,41.84509271822705,20.592944369063773,0.0,34.0,42.0,23.52941176470588,-5.8375179790331435,0.033260083707149835,23.366842313502847,Elastic,Low
21498,737,41.827951153324285,36.09362279511533,25.0,34.0,42.0,23.52941176470588,-3.8196960437670398,0.012287021040757518,16.495288517396883,Elastic,Low
22909,449,121.03148529273253,39.26057906458797,0.0,70.0,166.0,137.14285714285714,-3.738193730588241,0.2864826936083098,19.475135630708177,Elastic,High
16156S,737,41.620985979194934,22.708276797829036,0.0,34.0,42.0,23.52941176470588,-3.5812358107413997,0.01609478067220771,14.781655903689009,Elastic,Low
85123A,738,352.7926151804563,117.39024390243902,71.5,255.0,677.0,165.49019607843135,-3.0775157838329874,0.16987000444123213,21.424835250252713,Elastic,Medium
21500,734,41.72161671207993,21.900544959128066,0.0,34.0,42.0,23.52941176470588,-3.052427445083893,0.010158265577872805,13.058654667451119,Elastic,Low
21181,738,269.9405382445016,33.703252032520325,5.0,179.5,430.0,139.55431754874652,-2.9351871656749817,0.18189845625996326,18.255772691309037,Elastic,Medium
22734,449,434.63149680065044,21.85077951002227,0.0,232.5,591.0,154.19354838709677,-2.77550893420145,0.29292211606019125,18.000928592793404,Elastic,High
21588,737,252.516960651289,4.565807327001357,0.0,210.0,255.0,21.428571428571427,-2.7000576224738038,0.026783938366855553,15.49545248378273,Elastic,Low
22726,441,508.80954221515447,17.94557823129252,9.0,363.0,828.9999999999999,128.3746556473829,-2.485983628856677,0.2299961547950331,17.359281677263457,Elastic,High
22578,509,112.27425803840342,26.308447937131632,0.0,29.0,166.0,472.4137931034483,-2.464149832919925,0.44756781733471485,12.66078437781397,Elastic,High
22423,634,1443.367195363188,43.40378548895899,28.0,1011.25,2554.111111111112,152.56970196401605,-2.4194369662292843,0.06131720055344303,20.455141478550726,Elastic,Low
22577,509,90.476063414865,27.81139489194499,0.0,29.0,166.0,472.4137931034483,-2.4076952411478207,0.2677911107094738,12.154416201396147,Elastic,High
22698,485,402.9109671084929,16.418556701030926,7.0,240.0,591.0,146.25,-2.3423768522376993,0.19168356772782813,15.780076707206971,Elastic,Medium
22571,504,120.38461592970525,12.055555555555555,0.0,72.0,166.0,130.55555555555557,-2.2563241442882385,0.1628349131689535,11.833762611851357,Elastic,Medium
22952,448,85.74859247894962,61.736607142857146,0.0,42.0,208.0,395.23809523809524,-2.256066476020393,0.152458110119443,11.796201424154837,Elastic,Medium
48138,724,830.4628047443655,13.958563535911603,5.0,458.0,1698.0,270.74235807860265,-2.223661178479989,0.09710821100158862,16.63676565894126,Elastic,Low
21497,738,41.76400180668473,23.78048780487805,0.0,34.0,42.0,23.52941176470588,-2.2058857713187723,0.005147763867488608,9.846531038055439,Elastic,Low
21592,737,123.89511533242876,7.963364993215739,0.0,39.0,125.0,220.51282051282053,-2.1527296708604786,0.03685982472913851,11.218048779875085,Elastic,Low
22600,511,123.31910586152269,9.698630136986301,0.0,72.0,166.0,130.55555555555557,-2.1395765244844793,0.2058538397068398,11.220516378114583,Elastic,High
